Respondent_ID,Country,Age,Gender,Education_Level,Work_Experience_Years,Position_Level,Power_Distance,Individualism,Masculinity,Uncertainty_Avoidance,Long_Term_Orientation,Indulgence,Role_Assumption,Production_Emphasis,Initiation_of_Structure,Tolerance_of_Uncertainty,Integration,Consideration,Preferred_Leadership_Behavior,Leadership_Behavior_Encoded
154,BRA,37,Male,Master,24,Mid,20.805072190413867,79.59817129625215,11.361218695178303,45.02672605028212,26.05511235370386,37.32389748775028,1,5,1,3,1,5,Supportive,1
155,NGA,28,Female,High School,26,Junior,60.64646193788634,76.26138528090426,28.98526071607296,21.181309727639672,21.25717064245788,16.255850186533937,4,2,4,5,3,2,Transactional,2
156,JPN,38,Female,Bachelor,9,Senior,78.1169257122896,83.14741052217224,55.36924673938132,72.84506015885309,56.70760906618405,61.798005278465816,5,3,5,1,4,5,Transactional,2
157,IND,57,Female,Master,19,Senior,47.97242724294672,56.95609173618661,16.31979777700753,38.59583524062537,84.39023783904528,26.62506334218907,3,2,2,4,2,3,Supportive,1
158,IND,52,Male,High School,28,Junior,79.91166396294294,75.15223495429714,62.66180797732919,65.33890040248033,13.28096095505159,92.22048369006586,1,5,3,1,4,2,Supportive,1
159,JPN,32,Male,Bachelor,7,Executive,55.07234672968066,23.59008155398567,63.73570278178399,32.05963636875903,76.83965276470849,42.78683644721995,5,4,4,1,3,5,Transactional,2
160,IND,58,Male,Bachelor,22,Mid,33.73716938453883,25.311445263879214,23.551513788790324,98.72105880979716,14.306612542274888,14.961634988073556,1,1,1,5,1,3,Laissez-Faire,0
161,JPN,29,Other,Master,30,Mid,27.244671503916397,28.29725686647118,57.70545872683447,97.62073492522664,18.96717128484269,14.163057016514802,5,1,2,1,2,2,Laissez-Faire,0
162,IND,29,Other,Master,16,Senior,76.8469731925878,84.03522043087456,58.5577142368987,72.47866813522447,91.69401972550658,64.96394060100702,1,4,5,1,4,2,Supportive,1
163,IND,55,Other,Master,5,Senior,50.85718300823022,24.28185445719142,48.23825170832432,76.57620974576486,0.9729155506654652,36.5897307978584,3,1,5,3,5,1,Supportive,1
164,BRA,33,Female,PhD,29,Executive,93.02190143390162,27.010466868937765,86.25966460230993,54.070311303332105,19.71440412335387,36.37245470510637,1,1,5,3,2,2,Laissez-Faire,0
165,USA,56,Male,PhD,23,Senior,63.22040468591598,85.12872818406689,18.653054423879965,96.9743476334535,21.555609127841837,61.23239552853376,4,2,4,4,5,1,Transactional,2
166,NGA,57,Other,Master,6,Executive,47.87459345765621,27.51748072825947,42.53005349623359,53.89916962969608,28.188056338097656,22.151187646208992,1,1,3,2,5,3,Supportive,1
167,JPN,27,Other,Bachelor,33,Junior,47.919274159177846,80.88294091077617,80.63366178025288,39.15743979264482,36.34117070944362,14.542825829487716,2,2,3,4,5,1,Supportive,1
168,USA,54,Male,Master,16,Mid,30.51502915621193,75.24895516436004,40.90512139676875,29.23028876831232,10.317801183873222,65.72625107282069,4,1,2,4,5,3,Supportive,1
169,USA,36,Male,Bachelor,34,Mid,67.50313228713253,22.8197391972508,43.9711687204268,36.65002402515085,46.84542798830339,0.5237036630238001,5,1,1,3,2,3,Supportive,1
170,BRA,53,Female,PhD,26,Senior,66.57337083282577,21.5293177822741,63.461910434956216,65.77708031429776,39.93503673638891,90.73649817524286,1,3,1,1,5,4,Supportive,1
171,IND,27,Male,Master,13,Mid,83.99949535491947,57.40718684595152,63.24508396636655,39.607337435143926,62.49338109152496,18.297092079398457,1,4,1,5,2,1,Laissez-Faire,0
172,USA,50,Male,Bachelor,17,Junior,36.09575699736609,89.80227826367371,11.832156675101231,72.33995427580358,86.75176340687013,44.785606015593935,1,3,1,4,1,2,Laissez-Faire,0
173,BRA,54,Other,High School,32,Senior,43.26317139806619,81.51811120692906,46.4557940890363,50.57476159080373,29.77202601358906,21.14785351435359,2,1,2,2,4,2,Laissez-Faire,0
174,JPN,33,Other,High School,32,Executive,27.779037527646537,41.70178033598992,36.68094757587276,90.94983243337954,54.64877742595945,21.821966872976606,3,2,2,4,4,3,Supportive,1
175,IND,50,Male,Bachelor,28,Mid,43.62737618151254,47.04164638807824,60.215619771742894,64.67824539724619,37.13773701401848,83.50013670135053,3,1,5,1,4,1,Supportive,1
176,USA,26,Male,Bachelor,29,Junior,54.24816926035206,47.15341973666708,54.45618525562172,69.80832424810208,4.025028108832974,58.503351318227146,4,5,4,4,1,5,Transactional,2
177,IND,27,Female,Bachelor,25,Junior,97.1222724763187,71.39251711335103,62.06893016909582,64.52478423941416,82.1075364127093,31.14503439626641,4,5,3,1,4,2,Supportive,1
178,JPN,28,Female,Bachelor,22,Junior,72.24528022999307,43.879292686366846,62.30139092048032,90.84550193528192,63.42164399919385,25.109872994373404,2,5,2,1,1,5,Supportive,1
179,NGA,49,Male,Master,27,Mid,82.62991438233564,30.34579429626825,30.38974890461069,25.073565434335308,0.2172270375283003,21.28624398845805,2,5,3,5,3,1,Supportive,1
180,USA,37,Female,Bachelor,20,Executive,46.04079081763921,72.29751860084852,29.71718116553479,25.38789656725961,24.957194020261664,55.44483530199581,2,1,5,5,2,2,Supportive,1
181,JPN,59,Female,High School,24,Junior,31.56102502464772,52.061093277157326,39.62259160185226,76.13921959397987,30.89894049889768,73.07894127169578,5,5,5,4,3,5,Transformational,3
182,USA,47,Other,Bachelor,8,Mid,40.53759535306639,25.37451065805269,29.35667684293552,81.43711216385427,81.15315405311418,25.352738235340045,2,4,2,5,1,2,Supportive,1
183,NGA,33,Male,Master,14,Mid,40.51741527994569,75.30365879444426,64.62464622549335,54.68715346255743,76.07132104066979,33.23005948224257,2,1,1,2,5,4,Supportive,1
184,NGA,26,Male,Bachelor,14,Junior,66.64922626347418,60.971788476516046,58.22927801795672,48.18441664434107,39.61438521355196,72.03655960367759,2,3,4,3,1,4,Supportive,1
185,JPN,55,Other,Bachelor,5,Mid,47.31769059640229,54.2558527688149,27.31096053136401,42.23560529643305,15.73422162786452,73.72780166620805,2,1,3,4,2,3,Supportive,1
186,IND,26,Male,Bachelor,21,Senior,88.5919091466623,67.13402170030959,80.7283847039753,38.75159086668382,38.60321525813744,20.73231517816684,3,2,3,5,3,1,Supportive,1
187,NGA,56,Female,Bachelor,15,Senior,99.08356153891984,55.37573779742564,46.8530092056908,92.95668717428842,81.01463223989502,38.220233004732215,1,4,5,2,1,2,Supportive,1
188,BRA,42,Male,Bachelor,33,Mid,47.46387242107588,65.38941035919495,20.164257863333308,43.6111637088938,45.2391360316653,86.99577250643355,1,1,3,3,2,5,Supportive,1
189,BRA,37,Male,Bachelor,17,Senior,76.40482189496086,80.72419817557251,27.037247047326566,71.84630366489573,11.587018828585505,74.01922466597429,3,3,1,2,5,2,Supportive,1
190,JPN,29,Male,Bachelor,20,Mid,72.5989265536295,62.94600576777878,53.18804505042763,82.96758243068977,3.854747240105727,16.24953240280914,2,2,2,4,3,2,Supportive,1
191,USA,34,Male,Master,1,Junior,35.55699901858252,66.17203484979925,37.0739213164476,21.75732627580647,33.333527229009675,38.59629280277347,5,2,4,3,3,5,Transactional,2
192,NGA,49,Other,Master,16,Junior,93.44068758565072,62.96992485944723,78.09775492755746,22.70993199065493,14.836281102084614,97.32937819155784,5,3,4,5,4,5,Transformational,3
193,NGA,58,Male,Bachelor,18,Mid,35.9554069750721,57.18258443433077,49.57883259217361,46.65099237098954,74.50411784616523,52.53776041868076,4,3,1,1,3,4,Supportive,1
194,IND,54,Female,Master,10,Junior,78.9565705335759,32.03806876828301,83.22358403475229,75.68125954509625,27.875681402009533,71.93461586861648,1,3,3,5,4,3,Supportive,1
195,JPN,31,Female,Bachelor,23,Junior,47.80877138194499,43.49743504912058,18.146118475068384,40.863890820987976,87.74530309594293,9.203501804102563,4,3,1,1,3,5,Supportive,1
196,JPN,30,Male,High School,18,Mid,49.3665253607177,68.51762771506856,63.48745063958064,20.11866323458002,61.73492893760915,83.25099620668568,2,5,4,2,3,2,Supportive,1
197,IND,27,Female,Bachelor,9,Mid,56.43592423111683,49.7833274691244,80.86278818821512,43.05183199551336,39.366375981434544,60.47849220220365,4,4,1,1,1,4,Supportive,1
198,NGA,37,Male,Bachelor,30,Junior,89.16063824441116,48.42903083377163,33.434438044577625,27.210465331481014,61.00575543246238,17.56004321217365,2,3,4,1,5,1,Supportive,1
199,NGA,27,Female,High School,13,Junior,31.22015532089697,73.14884988913906,20.855007705223045,37.55306446338586,29.517397303243285,38.02117710436382,4,5,3,2,5,4,Transactional,2
200,IND,50,Female,Master,31,Mid,24.365566226780317,20.38982024365629,46.53157903825584,46.65520005594381,14.132387903777854,8.302759527571768,3,1,4,2,3,4,Supportive,1
201,IND,48,Male,Master,13,Mid,52.16326551310252,67.5296136171737,86.90673810620939,30.244588405500146,96.41775949233995,77.70105281537847,2,2,1,1,3,4,Laissez-Faire,0
202,USA,30,Male,Bachelor,32,Mid,24.446807931367047,54.245855734301074,60.67695404026564,76.50917819581281,56.31614455496842,74.48789999772781,5,1,5,1,4,2,Supportive,1
203,USA,36,Female,Bachelor,17,Senior,75.00807064459524,46.37338068724465,61.51815768241914,40.47361856049506,0.7328121254804643,49.02310202011464,2,1,4,4,5,5,Transactional,2
204,NGA,26,Other,Bachelor,3,Junior,80.82600600217705,43.83756281015127,63.72010036244709,72.887583944397,31.031420629557584,45.201639530851054,5,5,5,5,1,3,Transactional,2
205,IND,35,Male,Bachelor,1,Junior,88.37699158026071,32.101284672061865,13.180910047503271,67.92262822569356,15.953449412566124,46.342461939088444,5,5,5,3,5,1,Transactional,2
206,USA,58,Female,High School,5,Junior,79.50737963868775,43.397645792402216,45.6519841059514,91.84363901549888,25.81833131895387,3.746677867534309,4,3,5,2,2,3,Supportive,1
207,USA,50,Male,PhD,32,Junior,93.30811149541434,47.3992930477261,16.20576083533677,27.03465378757354,5.571551973353484,36.824496708503176,1,3,1,2,5,2,Laissez-Faire,0
208,IND,42,Female,Bachelor,25,Executive,79.86408981785777,50.62142435973844,35.2687063497563,37.16864890909318,24.508562797454847,12.85039813724943,1,5,1,1,1,3,Laissez-Faire,0
209,USA,45,Male,Master,5,Mid,94.88605119027213,67.06104470742693,75.7279219469502,89.21427432351808,68.30161005327832,18.479236220345108,1,4,3,2,5,3,Supportive,1
210,USA,46,Female,High School,23,Mid,35.44886353674905,51.74997135961034,62.50159597816234,85.77051651085546,82.06095473917537,96.21167086852822,5,3,4,5,1,1,Supportive,1
211,BRA,54,Male,Master,12,Senior,59.989050629418415,75.73990129563455,89.6458158988252,35.36844457456405,34.73920176325021,26.1785209534512,1,1,2,4,4,4,Supportive,1
212,IND,54,Female,Master,34,Junior,99.5144479763927,64.78165981648621,23.772353949814157,28.61888095568993,52.24657485484294,48.362497447471256,2,3,5,4,3,5,Transactional,2
213,IND,32,Female,Master,23,Junior,74.52625460341724,33.271795564586256,41.764338894833855,88.49931716961551,4.179059691018072,88.7792479194958,2,3,4,1,4,5,Supportive,1
214,JPN,58,Female,PhD,16,Senior,90.29128943914058,39.40212209393594,74.77121730583475,34.25104454597638,9.080080042450266,41.349138393507324,2,4,5,1,3,3,Supportive,1
215,IND,33,Female,High School,5,Senior,22.431503506628417,25.54744305089698,27.25532819147393,89.68877648566361,55.19241418933933,52.86181396191686,5,5,3,3,4,1,Transactional,2
216,JPN,44,Female,Bachelor,28,Mid,89.74063188547498,86.20052284463256,22.29774770633,96.88917595021924,84.05769108347484,16.878772766418027,5,4,1,5,4,5,Transactional,2
217,JPN,49,Female,Master,6,Mid,75.81705876576781,82.05853368604866,44.20900455950608,37.66453108605363,8.798796505396933,28.50793925051444,1,3,2,2,3,5,Supportive,1
218,IND,43,Female,Bachelor,13,Senior,33.66043471901685,25.9357357815656,40.69811921260012,87.2310079936764,41.854666858601405,50.61141598844887,4,4,1,1,1,5,Supportive,1
219,IND,29,Other,Master,30,Junior,22.054476513887728,60.1853211093222,88.41647527226813,53.90648719858105,97.04246678501472,36.49014860260628,5,3,3,3,2,3,Supportive,1
220,NGA,35,Female,Bachelor,26,Junior,40.79412625005223,87.2281273202573,46.500122322132064,83.10227398027966,73.87925453751276,3.825570065207573,3,4,3,4,3,2,Supportive,1
221,IND,39,Female,High School,17,Junior,93.2618687194216,72.29999529623089,78.87570744822028,52.59164327830746,19.760322028020727,40.08290333804347,2,2,5,2,1,3,Supportive,1
222,BRA,32,Male,Bachelor,9,Mid,73.45063509602292,54.426853577947085,81.03724153871117,25.631647898697352,28.51742671658356,81.51057640019202,2,2,1,4,1,3,Laissez-Faire,0
223,USA,43,Female,Master,16,Junior,93.55752834266596,36.87720922346444,22.62973712755274,77.01562180909315,94.79162324714244,11.605944298643555,1,3,1,4,1,2,Laissez-Faire,0
224,JPN,47,Male,PhD,18,Mid,55.69206259954076,39.53259525569069,67.22438409987637,32.055091192286326,22.098769307485423,1.8731394378097452,4,4,2,5,5,5,Transformational,3
225,JPN,51,Female,Bachelor,13,Senior,94.93016761881928,71.53665682699526,32.20857113691227,94.16200714533592,44.09073819907364,11.870275675510268,2,3,4,1,3,3,Supportive,1
226,JPN,56,Female,Bachelor,29,Mid,57.03678523560045,74.64026912706927,17.579117461010362,53.4197026416561,35.561005358705074,68.68701946482668,5,4,3,1,3,4,Transactional,2
227,NGA,50,Other,Master,24,Junior,36.34037795346676,57.00853270460028,79.97639288812695,26.560011832766364,49.00388319689325,79.46446387784879,4,5,5,1,4,5,Transactional,2
228,JPN,51,Male,Master,13,Mid,32.11147713475579,28.466409106169337,33.39464327706811,38.27840118191955,23.658018696621607,4.872655559560557,2,4,2,4,3,5,Transactional,2
229,NGA,43,Male,High School,25,Senior,99.50494504280354,85.37078615386162,37.62925361526481,89.00140939741557,66.8350429964355,88.75509035359737,1,4,1,3,1,5,Supportive,1
230,IND,53,Female,Master,1,Junior,46.70901291796567,79.13339141967144,35.9191229215472,45.68683756993225,23.45909861691061,62.73253615815433,1,3,5,5,2,3,Supportive,1
231,IND,57,Male,Bachelor,9,Junior,32.804242025407014,29.8377145319196,26.02363383626959,88.50623959837516,60.21013543498393,51.813134845764544,1,4,3,5,2,1,Supportive,1
232,BRA,43,Female,Bachelor,4,Mid,20.672674471260173,23.970930854019656,44.760270562289925,33.78293907137191,35.77693114964655,25.35918880136969,5,3,3,4,4,1,Transactional,2
233,BRA,43,Female,High School,28,Junior,42.845565322369794,57.51073779248135,44.263425664195175,57.45744988618356,25.147613192651495,37.17003147356501,1,3,4,1,3,2,Laissez-Faire,0
234,BRA,57,Female,Master,12,Executive,91.12929148820312,39.889983241066815,42.70013005689464,90.2607593429293,69.5002630626535,94.69732726795478,3,1,1,3,2,1,Laissez-Faire,0
235,USA,40,Male,Master,24,Mid,62.720745654184135,39.82747965901976,83.30381977252634,23.872386585860525,96.52397784601922,91.15464336462202,5,3,3,1,3,5,Transactional,2
236,IND,47,Female,Master,9,Junior,70.59480412199639,26.105511492528823,37.18013029566491,44.34217462236964,86.93754415711226,62.546455350178135,3,4,5,5,4,4,Transformational,3
237,JPN,31,Male,Master,33,Senior,93.79128831124264,86.73700846899712,12.430312667532537,92.78812715510286,8.68353925197216,57.89112176678487,1,2,5,3,3,4,Supportive,1
238,USA,50,Female,Bachelor,20,Mid,61.027193448562336,78.11165217618912,24.274960499262104,67.72210621664345,45.4413788187702,21.054466415704688,4,5,5,2,4,5,Transformational,3
239,IND,56,Male,Master,2,Junior,87.06238766820917,27.968421431314177,67.7197661258779,77.29857048177078,69.47799461534385,95.32785378516516,5,4,1,2,5,3,Transactional,2
240,USA,36,Female,Bachelor,26,Junior,45.90666224610829,81.36191373555812,57.268688505160895,87.37027508739259,56.26158413895062,75.53917131090458,3,4,1,4,2,3,Supportive,1
241,NGA,32,Male,Master,13,Mid,98.1681490272976,67.8069239174196,86.13878429929484,61.88771410152934,72.63568331365131,38.22596979353637,5,4,3,2,4,5,Transactional,2
242,NGA,29,Female,Bachelor,30,Junior,26.30510988099619,42.78087922800261,65.55480857527066,87.629272081728,97.51201418012572,81.58315170467118,3,1,4,5,4,5,Transactional,2
243,NGA,52,Male,Master,32,Junior,77.98636204106117,80.98753880905923,25.539333871896908,71.10116565347266,34.22718098048221,21.18746622668619,5,2,4,5,4,2,Transactional,2
244,JPN,29,Female,Master,19,Junior,72.84530294082356,61.86155314473709,19.65153749018425,74.85203604508017,77.08731590749056,21.32286538313385,2,4,4,2,4,3,Supportive,1
245,USA,50,Female,Master,22,Junior,35.33372046806535,79.40688910340702,51.66078202515814,32.22835641345115,9.40713174368726,79.09612345570305,3,3,2,4,4,1,Supportive,1
246,NGA,29,Male,Master,1,Mid,51.10751990772288,52.84875471410767,63.22101889138739,95.12150633877631,86.97482332191487,55.93079808671537,3,2,1,4,4,1,Supportive,1
247,BRA,46,Female,Bachelor,11,Senior,45.02632934216052,55.04557281132792,23.25093903748291,83.68674803479325,77.84322423611788,55.58352885270039,5,2,1,3,3,3,Supportive,1
248,NGA,39,Female,Master,26,Senior,27.55942946659963,40.37070205876692,58.13544083061746,40.33567969177196,52.09674590028168,57.367082737050765,4,4,3,2,1,4,Supportive,1
249,NGA,37,Male,Bachelor,19,Mid,66.7830418360673,47.13848843612958,79.2022947143726,66.39957331064424,82.10334700101612,12.5806817016346,2,3,5,2,4,5,Transactional,2
250,NGA,52,Male,PhD,19,Executive,99.49358764521324,59.7426448389755,68.20551424744355,50.117272388892886,66.66234452548964,34.95590743968876,3,2,1,5,1,2,Laissez-Faire,0
251,JPN,57,Male,Master,12,Junior,64.76705128427113,86.2941456596032,63.13528647054461,72.83215990479292,55.222623273935525,57.307966984196334,1,5,4,2,5,2,Supportive,1
252,JPN,47,Male,High School,3,Junior,63.62079255034896,62.00824319776943,73.14648436079395,99.4997474561976,94.60005119237312,24.75884265733995,1,3,2,1,5,2,Laissez-Faire,0
253,NGA,57,Male,Master,18,Mid,23.225096588363865,30.31647342462755,18.326616724298475,23.65971177149161,13.026521701057812,50.40049595255211,5,2,5,4,2,1,Supportive,1
254,JPN,42,Male,Bachelor,5,Mid,31.13761786909524,20.48973298335407,26.306516464895555,96.20189103708996,99.29676718816512,55.70352382540104,4,2,5,4,4,4,Transactional,2
255,USA,54,Female,PhD,24,Mid,61.05752712818088,79.5691498856076,13.047959762063126,25.79130657149202,15.443287706272637,94.2813878387764,2,3,2,3,2,4,Supportive,1
256,BRA,50,Female,Master,14,Junior,98.81428513472572,45.50277963563072,21.598235634140543,56.86117086726224,48.01759619858873,24.577580905835735,3,1,2,2,2,2,Laissez-Faire,0
257,NGA,40,Male,High School,3,Junior,90.1286188369487,42.0476157747883,83.05458741356212,58.568736047474886,23.14109968565536,43.93572915573264,1,3,1,4,2,5,Supportive,1
258,IND,37,Other,Bachelor,6,Mid,47.2167297098534,76.05117860596673,27.77159423338505,41.497956367984685,27.191364944262265,98.15112105441617,3,5,2,2,2,5,Supportive,1
259,BRA,57,Female,Bachelor,12,Executive,63.4403403382502,86.17550093628849,62.96777730766904,65.33594288477491,63.1831971047396,18.678987621794462,1,1,3,5,3,5,Supportive,1
260,USA,50,Male,Master,11,Mid,64.21617778033094,72.36315618463695,65.32537993083027,86.71713170709015,3.471014278671125,78.00194859331496,5,4,5,4,4,2,Transactional,2
261,IND,25,Male,Master,26,Junior,74.82884902097466,32.16931190380026,61.62603675356705,43.51697449690185,94.0746778685844,17.715495563695725,5,1,5,2,3,5,Transactional,2
262,NGA,26,Other,Bachelor,1,Senior,75.0225632991311,47.39648055137296,54.313683898869066,25.63239501217101,27.9622123898843,85.00465727772361,3,5,4,2,2,3,Supportive,1
263,USA,30,Female,Master,16,Junior,83.1833990708779,73.15789867043185,48.89042779574495,70.58269605130099,27.25325653152574,48.797393735089386,5,5,1,3,4,2,Transactional,2
